ufn,municipio,codmun6,idhm,popt
Santa Catarina,IPUAÇU,420768,0.66,6637
Santa Catarina,IPUMIRIM,420770,0.738,7120
Santa Catarina,IRACEMINHA,420775,0.722,4197
Santa Catarina,IRANI,420780,0.742,9458
Santa Catarina,IRATI,420785,0.707,2071
Santa Catarina,IRINEÓPOLIS,420790,0.699,10216
Santa Catarina,ITÁ,420800,0.771,6382
Santa Catarina,ITAIÓPOLIS,420810,0.708,19965
Santa Catarina,ITAJAÍ,420820,0.795,182580
Santa Catarina,ITAPEMA,420830,0.796,45573
Santa Catarina,ITAPIRANGA,420840,0.775,15346
Santa Catarina,ITAPOÁ,420845,0.761,14685
Santa Catarina,ITUPORANGA,420850,0.748,22157
Santa Catarina,JABORÁ,420860,0.732,4014
Santa Catarina,JACINTO MACHADO,420870,0.716,10580
Santa Catarina,JAGUARUNA,420880,0.721,17271
Santa Catarina,JARAGUÁ DO SUL,420890,0.803,142117
Santa Catarina,JARDINÓPOLIS,420895,0.709,1759
Santa Catarina,JOAÇABA,420900,0.827,26807
Santa Catarina,JOINVILLE,420910,0.809,512304
Santa Catarina,JOSÉ BOITEUX,420915,0.694,4688
Santa Catarina,JUPIÁ,420917,0.719,2111
Santa Catarina,LACERDÓPOLIS,420920,0.781,2195
Santa Catarina,LAGES,420930,0.77,155974
Santa Catarina,LAGUNA,420940,0.752,51334
Santa Catarina,LAJEADO GRANDE,420945,0.771,1475
Santa Catarina,LAURENTINO,420950,0.749,5953
Santa Catarina,LAURO MULLER,420960,0.735,14319
Santa Catarina,LEBON RÉGIS,420970,0.649,11758
Santa Catarina,LEOBERTO LEAL,420980,0.686,3199
Santa Catarina,LINDÓIA DO SUL,420985,0.743,4607
Santa Catarina,LONTRAS,420990,0.704,10182
Santa Catarina,LUIZ ALVES,421000,0.737,10392
Santa Catarina,LUZERNA,421003,0.789,5590
Santa Catarina,MACIEIRA,421005,0.662,1817
Santa Catarina,MAFRA,421010,0.777,52275
Santa Catarina,MAJOR GERCINO,421020,0.698,3215
Santa Catarina,MAJOR VIEIRA,421030,0.69,7329
Santa Catarina,MARACAJÁ,421040,0.768,6330
Santa Catarina,MARAVILHA,421050,0.781,21897
Santa Catarina,MAREMA,421055,0.743,2203
Santa Catarina,MASSARANDUBA,421060,0.774,14635
Santa Catarina,MATOS COSTA,421070,0.657,2820
Santa Catarina,MELEIRO,421080,0.738,6970
Santa Catarina,MIRIM DOCE,421085,0.708,2493
Santa Catarina,MODELO,421090,0.76,4019
Santa Catarina,MONDAÍ,421100,0.748,10150
Santa Catarina,MONTE CARLO,421105,0.643,9290
Santa Catarina,MONTE CASTELO,421110,0.675,8240
Santa Catarina,MORRO DA FUMAÇA,421120,0.738,16097
Santa Catarina,MORRO GRANDE,421125,0.701,2877
Santa Catarina,NAVEGANTES,421130,0.736,60384
Santa Catarina,NOVA ERECHIM,421140,0.765,4273
Santa Catarina,NOVA ITABERABA,421145,0.736,4235
Santa Catarina,NOVA TRENTO,421150,0.748,12046
Santa Catarina,NOVA VENEZA,421160,0.768,13188
Santa Catarina,NOVO HORIZONTE,421165,0.706,2730
Santa Catarina,ORLEANS,421170,0.755,21355
Santa Catarina,OTACÍLIO COSTA,421175,0.74,16201
Santa Catarina,OURO,421180,0.774,7329
Santa Catarina,OURO VERDE,421185,0.695,2201
Santa Catarina,PAIAL,421187,0.718,1738
Santa Catarina,PAINEL,421189,0.664,2343
Santa Catarina,PALHOÇA,421190,0.757,136675
Santa Catarina,PALMA SOLA,421200,0.704,7586
Santa Catarina,PALMEIRA,421205,0.671,2291
Santa Catarina,PALMITOS,421210,0.737,15942
Santa Catarina,PAPANDUVA,421220,0.704,17721
Santa Catarina,PARAÍSO,421223,0.7,4059
Santa Catarina,PASSO DE TORRES,421225,0.72,6579
Santa Catarina,PASSOS MAIA,421227,0.659,4346
Santa Catarina,PAULO LOPES,421230,0.716,6652
Santa Catarina,PEDRAS GRANDES,421240,0.728,4090
Santa Catarina,PENHA,421250,0.743,25004
Santa Catarina,PERITIBA,421260,0.766,2976
Santa Catarina,PETROLÂNDIA,421270,0.716,6107
Santa Catarina,BALNEÁRIO PIÇARRAS,421280,0.756,17020
Santa Catarina,PINHALZINHO,421290,0.783,16190
Santa Catarina,PINHEIRO PRETO,421300,0.777,3105
Santa Catarina,PIRATUBA,421310,0.758,4770
Santa Catarina,PLANALTO ALEGRE,421315,0.751,2636
Santa Catarina,POMERODE,421320,0.78,27529
Santa Catarina,PONTE ALTA,421330,0.673,4880
Santa Catarina,PONTE ALTA DO NORTE,421335,0.689,3303
Santa Catarina,PONTE SERRADA,421340,0.693,10914
Santa Catarina,PORTO BELO,421350,0.76,16031
Santa Catarina,PORTO UNIÃO,421360,0.786,33301
Santa Catarina,POUSO REDONDO,421370,0.72,14682
Santa Catarina,PRAIA GRANDE,421380,0.718,7214
Santa Catarina,PRESIDENTE CASTELLO BRANCO,421390,0.77,1724
Santa Catarina,PRESIDENTE GETÚLIO,421400,0.759,14780
Santa Catarina,PRESIDENTE NEREU,421410,0.737,2265
Santa Catarina,PRINCESA,421415,0.706,2737
Santa Catarina,QUILOMBO,421420,0.73,10105
Santa Catarina,RANCHO QUEIMADO,421430,0.753,2713
Santa Catarina,RIO DAS ANTAS,421440,0.697,6133
Santa Catarina,RIO DO CAMPO,421450,0.729,6128
Santa Catarina,RIO DO OESTE,421460,0.754,6919
Santa Catarina,RIO DOS CEDROS,421470,0.729,10271
Santa Catarina,RIO DO SUL,421480,0.802,60743
Santa Catarina,RIO FORTUNA,421490,0.806,4440
Santa Catarina,RIO NEGRINHO,421500,0.738,39708
Santa Catarina,RIO RUFINO,421505,0.653,2377
Santa Catarina,RIQUEZA,421507,0.714,4811
Santa Catarina,RODEIO,421510,0.754,10871
Santa Catarina,ROMELÂNDIA,421520,0.692,5495
Santa Catarina,SALETE,421530,0.744,7304
Santa Catarina,SALTINHO,421535,0.654,3776
Santa Catarina,SALTO VELOSO,421540,0.784,4284
Santa Catarina,SANGÃO,421545,0.7,10353
Santa Catarina,SANTA CECÍLIA,421550,0.698,15562
Santa Catarina,SANTA HELENA,421555,0.727,2373
Santa Catarina,SANTA ROSA DE LIMA,421560,0.757,2053
Santa Catarina,SANTA ROSA DO SUL,421565,0.705,7941
Santa Catarina,SANTA TEREZINHA,421567,0.669,8193
Santa Catarina,SANTA TEREZINHA DO PROGRESSO,421568,0.682,2674
Santa Catarina,SANTIAGO DO SUL,421569,0.728,1465
Santa Catarina,SANTO AMARO DA IMPERATRIZ,421570,0.781,19714
Santa Catarina,SÃO BERNARDINO,421575,0.677,2623
Santa Catarina,SÃO BENTO DO SUL,421580,0.782,74459
Santa Catarina,SÃO BONIFÁCIO,421590,0.731,2951
Santa Catarina,SÃO CARLOS,421600,0.769,10236
Santa Catarina,SÃO CRISTOVÃO DO SUL,421605,0.665,4306
Santa Catarina,SÃO DOMINGOS,421610,0.765,9412
Santa Catarina,SÃO FRANCISCO DO SUL,421620,0.762,42207
Santa Catarina,SÃO JOÃO DO OESTE,421625,0.761,6027
Santa Catarina,SÃO JOÃO BATISTA,421630,0.74,26060
Santa Catarina,SÃO JOÃO DO ITAPERIÚ,421635,0.738,3409
Santa Catarina,SÃO JOÃO DO SUL,421640,0.695,6948
Santa Catarina,SÃO JOAQUIM,421650,0.687,24719
Santa Catarina,SÃO JOSÉ,421660,0.809,208673
Santa Catarina,SÃO JOSÉ DO CEDRO,421670,0.731,13552
Santa Catarina,SÃO JOSÉ DO CERRITO,421680,0.636,8993
Santa Catarina,SÃO LOURENÇO DO OESTE,421690,0.749,21593
Santa Catarina,SÃO LUDGERO,421700,0.755,10930
Santa Catarina,SÃO MARTINHO,421710,0.742,3209
Santa Catarina,SÃO MIGUEL DA BOA VISTA,421715,0.71,1886
Santa Catarina,SÃO MIGUEL DO OESTE,421720,0.801,36094
Santa Catarina,SÃO PEDRO DE ALCÂNTARA,421725,0.734,3383
Santa Catarina,SAUDADES,421730,0.755,8988
Santa Catarina,SCHROEDER,421740,0.769,15252
Santa Catarina,SEARA,421750,0.779,16880
Santa Catarina,SERRA ALTA,421755,0.773,3251
Santa Catarina,SIDERÓPOLIS,421760,0.774,12965
Santa Catarina,SOMBRIO,421770,0.728,26590
Santa Catarina,SUL BRASIL,421775,0.707,2757
Santa Catarina,TAIÓ,421780,0.761,17024
Santa Catarina,TANGARÁ,421790,0.737,8620
Santa Catarina,TIGRINHOS,421795,0.717,1743
Santa Catarina,TIJUCAS,421800,0.76,30700
Santa Catarina,TIMBÉ DO SUL,421810,0.72,5274
Santa Catarina,TIMBÓ,421820,0.784,36602
Santa Catarina,TIMBÓ GRANDE,421825,0.659,6946
Santa Catarina,TRÊS BARRAS,421830,0.706,18010
Santa Catarina,TREVISO,421835,0.774,3524
Santa Catarina,TREZE DE MAIO,421840,0.729,6859
Santa Catarina,TREZE TÍLIAS,421850,0.795,6313
Santa Catarina,TROMBUDO CENTRAL,421860,0.775,6503
Santa Catarina,TUBARÃO,421870,0.796,96626
Santa Catarina,TUNÁPOLIS,421875,0.752,4623
Santa Catarina,TURVO,421880,0.74,11773
Santa Catarina,UNIÃO DO OESTE,421885,0.705,2910
Santa Catarina,URUBICI,421890,0.694,10689
Santa Catarina,URUPEMA,421895,0.699,2466
Santa Catarina,URUSSANGA,421900,0.772,20196
Santa Catarina,VARGEÃO,421910,0.686,3518
Santa Catarina,VARGEM,421915,0.629,2683
Santa Catarina,VARGEM BONITA,421917,0.718,4771
Santa Catarina,VIDAL RAMOS,421920,0.7,6150
Santa Catarina,VIDEIRA,421930,0.764,46792
Santa Catarina,VITOR MEIRELES,421935,0.673,5028
Santa Catarina,WITMARSUM,421940,0.71,3573
Santa Catarina,XANXERÊ,421950,0.775,43584
Santa Catarina,XAVANTINA,421960,0.749,4119
Santa Catarina,XAXIM,421970,0.752,25674
Santa Catarina,ZORTÉA,421985,0.761,2981
Rio Grande do Sul,ACEGUÁ,430003,0.687,4328
Rio Grande do Sul,ÁGUA SANTA,430005,0.75,3701
Rio Grande do Sul,AGUDO,430010,0.694,16395
Rio Grande do Sul,AJURICABA,430020,0.753,7221
Rio Grande do Sul,ALECRIM,430030,0.672,6982
Rio Grande do Sul,ALEGRETE,430040,0.74,76710
Rio Grande do Sul,ALEGRIA,430045,0.695,4248
Rio Grande do Sul,ALMIRANTE TAMANDARÉ DO SUL,430047,0.74,2057
Rio Grande do Sul,ALPESTRE,430050,0.671,7867
Rio Grande do Sul,ALTO ALEGRE,430055,0.747,1841
Rio Grande do Sul,ALTO FELIZ,430057,0.734,2917
Rio Grande do Sul,ALVORADA,430060,0.699,194772
Rio Grande do Sul,AMARAL FERRADOR,430063,0.624,6251
Rio Grande do Sul,AMETISTA DO SUL,430064,0.682,7239
Rio Grande do Sul,ANDRÉ DA ROCHA,430066,0.72,1216
Rio Grande do Sul,ANTA GORDA,430070,0.74,6036
Rio Grande do Sul,ANTÔNIO PRADO,430080,0.758,12806
Rio Grande do Sul,ARAMBARÉ,430085,0.691,3678
Rio Grande do Sul,ARARICÁ,430087,0.679,4862
Rio Grande do Sul,ARATIBA,430090,0.772,6528
Rio Grande do Sul,ARROIO DO MEIO,430100,0.769,18639
Rio Grande do Sul,ARROIO DO SAL,430105,0.74,7679
Rio Grande do Sul,ARROIO DO PADRE,430107,0.669,2689
Rio Grande do Sul,ARROIO DOS RATOS,430110,0.698,13600
Rio Grande do Sul,ARROIO DO TIGRE,430120,0.707,12600
Rio Grande do Sul,ARROIO GRANDE,430130,0.657,18246
Rio Grande do Sul,ARVOREZINHA,430140,0.694,10113
Rio Grande do Sul,AUGUSTO PESTANA,430150,0.743,7067
Rio Grande do Sul,ÁUREA,430155,0.707,3628
Rio Grande do Sul,BAGÉ,430160,0.74,116008
Rio Grande do Sul,BALNEÁRIO PINHAL,430163,0.696,10795
Rio Grande do Sul,BARÃO,430165,0.748,5734
Rio Grande do Sul,BARÃO DE COTEGIPE,430170,0.719,6515
Rio Grande do Sul,BARÃO DO TRIUNFO,430175,0.61,6723
Rio Grande do Sul,BARRACÃO,430180,0.71,5302
Rio Grande do Sul,BARRA DO GUARITA,430185,0.734,3048
Rio Grande do Sul,BARRA DO QUARAÍ,430187,0.662,3931
Rio Grande do Sul,BARRA DO RIBEIRO,430190,0.67,12411
Rio Grande do Sul,BARRA DO RIO AZUL,430192,0.723,1965
Rio Grande do Sul,BARRA FUNDA,430195,0.763,2355
Rio Grande do Sul,BARROS CASSAL,430200,0.65,10867
Rio Grande do Sul,BENJAMIN CONSTANT DO SUL,430205,0.619,2298
Rio Grande do Sul,BENTO GONÇALVES,430210,0.778,106666
Rio Grande do Sul,BOA VISTA DAS MISSÕES,430215,0.676,2108
Rio Grande do Sul,BOA VISTA DO BURICÁ,430220,0.762,6472
Rio Grande do Sul,BOA VISTA DO CADEADO,430222,0.703,2427
Rio Grande do Sul,BOA VISTA DO INCRA,430223,0.731,2370
Rio Grande do Sul,BOA VISTA DO SUL,430225,0.728,2776
Rio Grande do Sul,BOM JESUS,430230,0.666,11393
Rio Grande do Sul,BOM PRINCÍPIO,430235,0.746,11727
Rio Grande do Sul,BOM PROGRESSO,430237,0.723,2304
Rio Grande do Sul,BOM RETIRO DO SUL,430240,0.739,11410
Rio Grande do Sul,BOQUEIRÃO DO LEÃO,430245,0.7,7542
Rio Grande do Sul,BOSSOROCA,430250,0.692,6766
Rio Grande do Sul,BOZANO,430258,0.745,2195
Rio Grande do Sul,BRAGA,430260,0.674,3641
Rio Grande do Sul,BROCHIER,430265,0.699,4628
Rio Grande do Sul,BUTIÁ,430270,0.689,20298
Rio Grande do Sul,CAÇAPAVA DO SUL,430280,0.704,33171
Rio Grande do Sul,CACEQUI,430290,0.7,13538
Rio Grande do Sul,CACHOEIRA DO SUL,430300,0.742,82759
Rio Grande do Sul,CACHOEIRINHA,430310,0.757,117553
Rio Grande do Sul,CACIQUE DOBLE,430320,0.662,4843
Rio Grande do Sul,CAIBATÉ,430330,0.719,4939
Rio Grande do Sul,CAIÇARA,430340,0.699,5029
Rio Grande do Sul,CAMAQUÃ,430350,0.697,61939
Rio Grande do Sul,CAMARGO,430355,0.736,2590
Rio Grande do Sul,CAMBARÁ DO SUL,430360,0.697,6503
Rio Grande do Sul,CAMPESTRE DA SERRA,430367,0.706,3227
Rio Grande do Sul,CAMPINA DAS MISSÕES,430370,0.738,6091
Rio Grande do Sul,CAMPINAS DO SUL,430380,0.76,5494
Rio Grande do Sul,CAMPO BOM,430390,0.745,59564
Rio Grande do Sul,CAMPO NOVO,430400,0.703,5429
Rio Grande do Sul,CAMPOS BORGES,430410,0.708,3492
Rio Grande do Sul,CANDELÁRIA,430420,0.674,29720
Rio Grande do Sul,CÂNDIDO GODÓI,430430,0.728,6515
Rio Grande do Sul,CANDIOTA,430435,0.698,8637
Rio Grande do Sul,CANELA,430440,0.748,38874
Rio Grande do Sul,CANGUÇU,430450,0.65,51468
Rio Grande do Sul,CANOAS,430460,0.75,322895
Rio Grande do Sul,CANUDOS DO VALE,430461,0.713,1753
Rio Grande do Sul,CAPÃO BONITO DO SUL,430462,0.637,1663
Rio Grande do Sul,CAPÃO DA CANOA,430463,0.743,41830
Rio Grande do Sul,CAPÃO DO CIPÓ,430465,0.672,3017
Rio Grande do Sul,CAPÃO DO LEÃO,430466,0.637,24202
Rio Grande do Sul,CAPIVARI DO SUL,430467,0.766,3851
Rio Grande do Sul,CAPELA DE SANTANA,430468,0.661,11607
Rio Grande do Sul,CAPITÃO,430469,0.746,2631
Rio Grande do Sul,CARAZINHO,430470,0.766,58783
Rio Grande do Sul,CARAÁ,430471,0.652,7258
Rio Grande do Sul,CARLOS BARBOSA,430480,0.796,25016
Rio Grande do Sul,CARLOS GOMES,430485,0.739,1601
Rio Grande do Sul,CASCA,430490,0.785,8625
Rio Grande do Sul,CASEIROS,430495,0.703,2980
Rio Grande do Sul,CATUÍPE,430500,0.739,9302
Rio Grande do Sul,CAXIAS DO SUL,430510,0.782,433247
Rio Grande do Sul,CENTENÁRIO,430511,0.701,2930
Rio Grande do Sul,CERRITO,430512,0.649,6268
Rio Grande do Sul,CERRO BRANCO,430513,0.661,4425
Rio Grande do Sul,CERRO GRANDE,430515,0.674,2405
Rio Grande do Sul,CERRO GRANDE DO SUL,430517,0.66,10067
Rio Grande do Sul,CERRO LARGO,430520,0.764,13046
Rio Grande do Sul,CHAPADA,430530,0.757,9346
Rio Grande do Sul,CHARQUEADAS,430535,0.747,30581
Rio Grande do Sul,CHARRUA,430537,0.62,3465
Rio Grande do Sul,CHIAPETTA,430540,0.732,4021
Rio Grande do Sul,CHUÍ,430543,0.706,5829
Rio Grande do Sul,CHUVISCA,430544,0.616,4854
Rio Grande do Sul,CIDREIRA,430545,0.729,12618
Rio Grande do Sul,CIRÍACO,430550,0.719,4893
Rio Grande do Sul,COLINAS,430558,0.765,2416
Rio Grande do Sul,COLORADO,430560,0.758,3538
Rio Grande do Sul,CONDOR,430570,0.747,6515
Rio Grande do Sul,CONSTANTINA,430580,0.754,9741
Rio Grande do Sul,COQUEIRO BAIXO,430583,0.692,1467
Rio Grande do Sul,COQUEIROS DO SUL,430585,0.746,2439
Rio Grande do Sul,CORONEL BARROS,430587,0.744,2451
Rio Grande do Sul,CORONEL BICACO,430590,0.665,7675
Rio Grande do Sul,CORONEL PILAR,430593,0.727,1722
Rio Grande do Sul,COTIPORÃ,430595,0.741,3899
Rio Grande do Sul,COXILHA,430597,0.706,2753
Rio Grande do Sul,CRISSIUMAL,430600,0.712,13919
Rio Grande do Sul,CRISTAL,430605,0.644,7204
Rio Grande do Sul,CRISTAL DO SUL,430607,0.66,2826
Rio Grande do Sul,CRUZ ALTA,430610,0.75,62185
Rio Grande do Sul,CRUZALTENSE,430613,0.719,2094
Rio Grande do Sul,CRUZEIRO DO SUL,430620,0.723,12229
Rio Grande do Sul,DAVID CANABARRO,430630,0.762,4683
Rio Grande do Sul,DERRUBADAS,430632,0.707,3154
Rio Grande do Sul,DEZESSEIS DE NOVEMBRO,430635,0.654,2846
Rio Grande do Sul,DILERMANDO DE AGUIAR,430637,0.648,3058
Rio Grande do Sul,DOIS IRMÃOS,430640,0.743,27406
Rio Grande do Sul,DOIS IRMÃOS DAS MISSÕES,430642,0.67,2038
Rio Grande do Sul,DOIS LAJEADOS,430645,0.757,3278
Rio Grande do Sul,DOM FELICIANO,430650,0.587,13759
Rio Grande do Sul,DOM PEDRO DE ALCÂNTARA,430655,0.691,2542
Rio Grande do Sul,DOM PEDRITO,430660,0.708,38483
Rio Grande do Sul,DONA FRANCISCA,430670,0.697,3387
Rio Grande do Sul,DOUTOR MAURÍCIO CARDOSO,430673,0.706,5192
Rio Grande do Sul,DOUTOR RICARDO,430675,0.724,2017
Rio Grande do Sul,ELDORADO DO SUL,430676,0.717,34077
Rio Grande do Sul,ENCANTADO,430680,0.767,20415
Rio Grande do Sul,ENCRUZILHADA DO SUL,430690,0.657,23877
Rio Grande do Sul,ENGENHO VELHO,430692,0.717,1525
Rio Grande do Sul,ENTRE-IJUÍS,430693,0.68,8808
Rio Grande do Sul,ENTRE RIOS DO SUL,430695,0.703,3074
Rio Grande do Sul,EREBANGO,430697,0.712,2956
Rio Grande do Sul,ERECHIM,430700,0.776,95196
Rio Grande do Sul,ERNESTINA,430705,0.716,3068
Rio Grande do Sul,HERVAL,430710,0.687,6594
Rio Grande do Sul,ERVAL GRANDE,430720,0.681,5128
Rio Grande do Sul,ERVAL SECO,430730,0.685,7782
Rio Grande do Sul,ESMERALDA,430740,0.68,3145
Rio Grande do Sul,ESPERANÇA DO SUL,430745,0.661,3223
Rio Grande do Sul,ESPUMOSO,430750,0.765,15049
Rio Grande do Sul,ESTAÇÃO,430755,0.753,6011
Rio Grande do Sul,ESTÂNCIA VELHA,430760,0.757,42455
Rio Grande do Sul,ESTEIO,430770,0.754,80474
Rio Grande do Sul,ESTRELA,430780,0.767,30512
Rio Grande do Sul,ESTRELA VELHA,430781,0.679,3611
Rio Grande do Sul,EUGÊNIO DE CASTRO,430783,0.712,2750
Rio Grande do Sul,FAGUNDES VARELA,430786,0.763,2579
Rio Grande do Sul,FARROUPILHA,430790,0.777,63310
Rio Grande do Sul,FAXINAL DO SOTURNO,430800,0.72,6648
Rio Grande do Sul,FAXINALZINHO,430805,0.666,2495
Rio Grande do Sul,FAZENDA VILANOVA,430807,0.698,3688
Rio Grande do Sul,FELIZ,430810,0.75,12329
Rio Grande do Sul,FLORES DA CUNHA,430820,0.754,27005
Rio Grande do Sul,FLORIANO PEIXOTO,430825,0.663,1994
Rio Grande do Sul,FONTOURA XAVIER,430830,0.661,10395
Rio Grande do Sul,FORMIGUEIRO,430840,0.682,6898
Rio Grande do Sul,FORQUETINHA,430843,0.683,2479
Rio Grande do Sul,FORTALEZA DOS VALOS,430845,0.756,4559
Rio Grande do Sul,FREDERICO WESTPHALEN,430850,0.76,28494
Rio Grande do Sul,GARIBALDI,430860,0.786,30501
Rio Grande do Sul,GARRUCHOS,430865,0.671,3197
Rio Grande do Sul,GAURAMA,430870,0.738,5836
Rio Grande do Sul,GENERAL CÂMARA,430880,0.686,8398
Rio Grande do Sul,GENTIL,430885,0.733,1668
Rio Grande do Sul,GETÚLIO VARGAS,430890,0.746,15983
Rio Grande do Sul,GIRUÁ,430900,0.721,16813
Rio Grande do Sul,GLORINHA,430905,0.714,6835
Rio Grande do Sul,GRAMADO,430910,0.764,31974
Rio Grande do Sul,GRAMADO DOS LOUREIROS,430912,0.685,2251
Rio Grande do Sul,GRAMADO XAVIER,430915,0.634,3724
Rio Grande do Sul,GRAVATAÍ,430920,0.736,254877
Rio Grande do Sul,GUABIJU,430925,0.758,1598
Rio Grande do Sul,GUAÍBA,430930,0.73,94992
Rio Grande do Sul,GUAPORÉ,430940,0.765,22658
Rio Grande do Sul,GUARANI DAS MISSÕES,430950,0.737,8031
Rio Grande do Sul,HARMONIA,430955,0.749,4241
Rio Grande do Sul,HERVEIRAS,430957,0.616,2943
Rio Grande do Sul,HORIZONTINA,430960,0.783,18274
Rio Grande do Sul,HULHA NEGRA,430965,0.643,5638
Rio Grande do Sul,HUMAITÁ,430970,0.738,4905
Rio Grande do Sul,IBARAMA,430975,0.652,4322
Rio Grande do Sul,IBIAÇÁ,430980,0.739,4701
Rio Grande do Sul,IBIRAIARAS,430990,0.724,7121
Rio Grande do Sul,IBIRAPUITÃ,430995,0.638,4022
Rio Grande do Sul,IBIRUBÁ,431000,0.765,19170
Rio Grande do Sul,IGREJINHA,431010,0.721,31455
Rio Grande do Sul,IJUÍ,431020,0.781,77858
Rio Grande do Sul,ILÓPOLIS,431030,0.73,4036
Rio Grande do Sul,IMBÉ,431033,0.764,17604
Rio Grande do Sul,IMIGRANTE,431036,0.743,3012
Rio Grande do Sul,INDEPENDÊNCIA,431040,0.693,6555
Rio Grande do Sul,INHACORÁ,431041,0.673,2267
Rio Grande do Sul,IPÊ,431043,0.728,5954
Rio Grande do Sul,IPIRANGA DO SUL,431046,0.791,1943
Rio Grande do Sul,IRAÍ,431050,0.691,7732
Rio Grande do Sul,ITAARA,431053,0.76,4994
Rio Grande do Sul,ITACURUBI,431055,0.657,3393
Rio Grande do Sul,ITAPUCA,431057,0.664,2340
Rio Grande do Sul,ITAQUI,431060,0.713,37856
Rio Grande do Sul,ITATI,431065,0.669,2546
Rio Grande do Sul,ITATIBA DO SUL,431070,0.681,4137
Rio Grande do Sul,IVORÁ,431075,0.724,2141
Rio Grande do Sul,IVOTI,431080,0.784,19764
Rio Grande do Sul,JABOTICABA,431085,0.658,4040
Rio Grande do Sul,JACUIZINHO,431087,0.662,2413
Rio Grande do Sul,JACUTINGA,431090,0.726,3607
Rio Grande do Sul,JAGUARÃO,431100,0.707,27698
Rio Grande do Sul,JAGUARI,431110,0.712,11131
Rio Grande do Sul,JAQUIRANA,431112,0.614,4143
Rio Grande do Sul,JARI,431113,0.631,3224
Rio Grande do Sul,JÓIA,431115,0.686,8026
Rio Grande do Sul,JÚLIO DE CASTILHOS,431120,0.716,19313
Rio Grande do Sul,LAGOA BONITA DO SUL,431123,0.67,2642
Rio Grande do Sul,LAGOÃO,431125,0.643,6021
Rio Grande do Sul,LAGOA DOS TRÊS CANTOS,431127,0.789,1598
Rio Grande do Sul,LAGOA VERMELHA,431130,0.738,27240
Rio Grande do Sul,LAJEADO,431140,0.778,70809
Rio Grande do Sul,LAJEADO DO BUGRE,431142,0.613,2418
Rio Grande do Sul,LAVRAS DO SUL,431150,0.699,7626
Rio Grande do Sul,LIBERATO SALZANO,431160,0.685,5751
Rio Grande do Sul,LINDOLFO COLLOR,431162,0.712,5217
Rio Grande do Sul,LINHA NOVA,431164,0.749,1622
Rio Grande do Sul,MACHADINHO,431170,0.692,5443
Rio Grande do Sul,MAÇAMBARÁ,431171,0.684,4651
Rio Grande do Sul,MAMPITUBA,431173,0.649,3003
Rio Grande do Sul,MANOEL VIANA,431175,0.655,6991
Rio Grande do Sul,MAQUINÉ,431177,0.682,6880
Rio Grande do Sul,MARATÁ,431179,0.697,2509
Rio Grande do Sul,MARAU,431180,0.774,36186
Rio Grande do Sul,MARCELINO RAMOS,431190,0.724,5059
Rio Grande do Sul,MARIANA PIMENTEL,431198,0.701,3717
Rio Grande do Sul,MARIANO MORO,431200,0.73,2205
Rio Grande do Sul,MARQUES DE SOUZA,431205,0.687,4042
Rio Grande do Sul,MATA,431210,0.656,4992
Rio Grande do Sul,MATO CASTELHANO,431213,0.727,2373
Rio Grande do Sul,MATO LEITÃO,431215,0.746,3861
Rio Grande do Sul,MATO QUEIMADO,431217,0.717,1791
Rio Grande do Sul,MAXIMILIANO DE ALMEIDA,431220,0.699,4888
Rio Grande do Sul,MINAS DO LEÃO,431225,0.681,7625
Rio Grande do Sul,MIRAGUAÍ,431230,0.725,4795
Rio Grande do Sul,MONTAURI,431235,0.764,1534
Rio Grande do Sul,MONTE ALEGRE DOS CAMPOS,431237,0.65,2978
Rio Grande do Sul,MONTE BELO DO SUL,431238,0.752,2643
Rio Grande do Sul,MONTENEGRO,431240,0.755,58524
Rio Grande do Sul,MORMAÇO,431242,0.714,2726
Rio Grande do Sul,MORRINHOS DO SUL,431244,0.711,3182
Rio Grande do Sul,MORRO REDONDO,431245,0.702,6175
Rio Grande do Sul,MORRO REUTER,431247,0.743,5659
Rio Grande do Sul,MOSTARDAS,431250,0.664,12068
Rio Grande do Sul,MUÇUM,431260,0.746,4772
Rio Grande do Sul,MUITOS CAPÕES,431261,0.702,2956
Rio Grande do Sul,MULITERNO,431262,0.689,1813
Rio Grande do Sul,NÃO-ME-TOQUE,431265,0.765,15826
Rio Grande do Sul,NICOLAU VERGUEIRO,431267,0.753,1705
Rio Grande do Sul,NONOAI,431270,0.702,11920
Rio Grande do Sul,NOVA ALVORADA,431275,0.74,3163
Rio Grande do Sul,NOVA ARAÇÁ,431280,0.785,4001
Rio Grande do Sul,NOVA BASSANO,431290,0.747,8825
Rio Grande do Sul,NOVA BOA VISTA,431295,0.768,1960
Rio Grande do Sul,NOVA BRÉSCIA,431300,0.778,3176
Rio Grande do Sul,NOVA CANDELÁRIA,431301,0.759,2745
Rio Grande do Sul,NOVA ESPERANÇA DO SUL,431303,0.735,4663
Rio Grande do Sul,NOVA HARTZ,431306,0.689,18271
Rio Grande do Sul,NOVA PÁDUA,431308,0.761,2421
Rio Grande do Sul,NOVA PALMA,431310,0.744,6305
Rio Grande do Sul,NOVA PETRÓPOLIS,431320,0.78,18852
Rio Grande do Sul,NOVA PRATA,431330,0.766,22636
Rio Grande do Sul,NOVA RAMADA,431333,0.742,2436
Rio Grande do Sul,NOVA ROMA DO SUL,431335,0.741,3315
Rio Grande do Sul,NOVA SANTA RITA,431337,0.718,22705
